loc_rowid,pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_dist,gaia_dist,st_teff,st_mass,pl_facility,,,,rowupdate
3056,Kepler-529,Kepler-529 b,Transit,2,1.98035766,,,787,1812.98,6087,1.07,Kepler,,,,10-05-2016
3057,Kepler-529,Kepler-529 c,Transit,2,12.8345022,,,787,1812.98,6087,1.07,Kepler,,,,10-05-2016
3058,Kepler-53,Kepler-53 b,Transit,3,18.6489525,,18.41,1420.1,1420.1,5858,0.98,Kepler,,,,14-05-2014
3059,Kepler-53,Kepler-53 c,Transit,3,38.5583038,,15.74,1420.1,1420.1,5858,0.98,Kepler,,,,14-05-2014
3060,Kepler-53,Kepler-53 d,Transit,3,9.751962,0.091,,1420.1,1420.1,5858,0.98,Kepler,,,,14-05-2014
3061,Kepler-530,Kepler-530 b,Transit,1,39.30941904,,,464,463.84,5697,0.97,Kepler,,,,10-05-2016
3062,Kepler-531,Kepler-531 b,Transit,1,29.88485741,,,254,254.62,4893,0.78,Kepler,,,,10-05-2016
3063,Kepler-532,Kepler-532 b,Transit,1,12.92491623,,,325,315.64,5192,0.87,Kepler,,,,10-05-2016
3064,Kepler-533,Kepler-533 b,Transit,1,28.51120525,,,305,305.63,4758,0.78,Kepler,,,,10-05-2016
3065,Kepler-534,Kepler-534 b,Transit,1,15.95994513,,,473,579.92,5884,1.05,Kepler,,,,10-05-2016
3066,Kepler-535,Kepler-535 b,Transit,1,4.90332155,,,678,699.43,6123,1.18,Kepler,,,,10-05-2016
3067,Kepler-536,Kepler-536 b,Transit,1,1.8270823,,,446,467.79,5524,0.92,Kepler,,,,10-05-2016
3068,Kepler-537,Kepler-537 b,Transit,1,3.24755522,,,465,445.05,5763,1.07,Kepler,,,,10-05-2016
3069,Kepler-538,Kepler-538 b,Transit,1,81.73780699,,,165,156.66,5650,0.96,Kepler,,,,26-09-2019
3070,Kepler-539,Kepler-539 b,Transit,2,125.63243,0.4988,0.97,310.01,310.01,5820,1.05,Kepler,,,,10-05-2016
3071,Kepler-539,Kepler-539 c,Transit Timing Variations,2,1000,2.42,2.4,310.01,310.01,5820,1.05,Kepler,,,,10-05-2016
3072,Kepler-54,Kepler-54 b,Transit,3,8.0109434,,0.92,273.8,273.8,4252,,Kepler,,,,14-05-2014
3073,Kepler-54,Kepler-54 c,Transit,3,12.0717249,,0.37,273.8,273.8,4252,,Kepler,,,,14-05-2014
3074,Kepler-54,Kepler-54 d,Transit,3,20.995694,0.126,,273.8,273.8,4252,,Kepler,,,,14-05-2014
3075,Kepler-540,Kepler-540 b,Transit,1,172.7049784,,,350,394.78,5946,1.02,Kepler,,,,10-05-2016
3076,Kepler-541,Kepler-541 b,Transit,1,5.08005848,,,1020,1093.96,6166,1.41,Kepler,,,,10-05-2016
3077,Kepler-542,Kepler-542 b,Transit,1,13.14497566,,,439,441.56,5526,0.93,Kepler,,,,10-05-2016
3078,Kepler-543,Kepler-543 b,Transit,1,13.89961966,,,212,223.23,4671,0.7,Kepler,,,,10-05-2016
3079,Kepler-544,Kepler-544 b,Transit,1,21.41616926,,,797,990.56,6206,1.16,Kepler,,,,10-05-2016
3080,Kepler-545,Kepler-545 b,Transit,1,13.24934059,,,831,837.64,5882,1.04,Kepler,,,,10-05-2016
3081,Kepler-546,Kepler-546 b,Transit,1,4.14702026,,,896,1050.45,5967,1.11,Kepler,,,,10-05-2016
3082,Kepler-547,Kepler-547 b,Transit,1,6.01038429,,,361,383.12,4828,0.78,Kepler,,,,10-05-2016
3083,Kepler-548,Kepler-548 b,Transit,1,4.45419434,,,776,768.17,5535,0.93,Kepler,,,,10-05-2016
3084,Kepler-549,Kepler-549 b,Transit,2,42.9495649,,,648,646.97,5360,0.88,Kepler,,,,10-05-2016
3085,Kepler-549,Kepler-549 c,Transit,2,117.040498,,,648,646.97,5360,0.88,Kepler,,,,10-05-2016
3086,Kepler-55,Kepler-55 b,Transit,5,27.9481449,,1.49,588.47,588.47,4503,,Kepler,,,,14-05-2014
3087,Kepler-55,Kepler-55 c,Transit,5,42.1516418,,1.11,588.47,588.47,4503,,Kepler,,,,14-05-2014
3088,Kepler-55,Kepler-55 d,Transit,5,2.211099,0.029,,588.47,588.47,4503,,Kepler,,,,14-05-2014
3089,Kepler-55,Kepler-55 e,Transit,5,4.617534,0.048,,588.47,588.47,4503,,Kepler,,,,14-05-2014
3090,Kepler-55,Kepler-55 f,Transit,5,10.198545,0.081,,588.47,588.47,4503,,Kepler,,,,14-05-2014
3091,Kepler-550,Kepler-550 b,Transit,1,8.60010411,,,563,540.21,5322,0.87,Kepler,,,,10-05-2016
3092,Kepler-551,Kepler-551 b,Transit,1,12.3764661,,,312,313.99,4286,0.65,Kepler,,,,10-05-2016
3093,Kepler-552,Kepler-552 b,Transit,1,5.26341577,,,834,864.68,5863,1.03,Kepler,,,,10-05-2016
3094,Kepler-553,Kepler-553 b,Transit,2,4.03046804,,,725,743.92,5266,0.92,Kepler,,,,10-05-2016
3095,Kepler-553,Kepler-553 c,Transit,2,328.2399546,,,725,743.92,5266,0.92,Kepler,,,,10-05-2016
3096,Kepler-554,Kepler-554 b,Transit,1,1.90220856,,,642,704.49,5447,0.93,Kepler,,,,10-05-2016
3097,Kepler-555,Kepler-555 b,Transit,1,16.21775407,,,772,1001.07,5894,1.03,Kepler,,,,10-05-2016
3098,Kepler-556,Kepler-556 b,Transit,1,11.72292176,,,729,687.88,5740,1,Kepler,,,,10-05-2016
3099,Kepler-557,Kepler-557 b,Transit,1,3.70598955,,,1126,2228.61,6068,1.11,Kepler,,,,10-05-2016
3100,Kepler-558,Kepler-558 b,Transit,1,29.00790538,,,652,674.64,5242,0.85,Kepler,,,,10-05-2016
3101,Kepler-559,Kepler-559 b,Transit,1,17.58752333,,,793,794.17,5630,0.96,Kepler,,,,10-05-2016
3102,Kepler-56,Kepler-56 b,Transit,3,10.5016,0.1028,0.07,936.96,936.96,4840,1.32,Kepler,,,,14-05-2014
3103,Kepler-56,Kepler-56 c,Transit,3,21.40239,0.1652,0.57,936.96,936.96,4840,1.32,Kepler,,,,14-05-2014
3104,Kepler-56,Kepler-56 d,Radial Velocity,3,1002,2.16,5.61,936.96,936.96,4840,1.32,Multiple Observatories,,,,13-10-2016
3105,Kepler-560,Kepler-560 b,Transit,1,18.47764449,,,88,109.65,3556,0.34,Kepler,,,,10-05-2016
3106,Kepler-561,Kepler-561 b,Transit,2,58.3620495,,,667,632.57,5646,0.96,Kepler,,,,10-05-2016
3107,Kepler-561,Kepler-561 c,Transit,2,5.35016198,,,667,632.57,5646,0.96,Kepler,,,,10-05-2016
3108,Kepler-562,Kepler-562 b,Transit,1,18.00931444,,,822,1021.74,5575,0.93,Kepler,,,,10-05-2016
3109,Kepler-563,Kepler-563 b,Transit,1,22.18432708,,,557,574.48,5066,0.8,Kepler,,,,10-05-2016
3110,Kepler-564,Kepler-564 b,Transit,1,3.75083228,,,830,884.83,5626,0.95,Kepler,,,,10-05-2016
3111,Kepler-565,Kepler-565 b,Transit,1,4.24374723,,,1041,,5735,0.98,Kepler,,,,10-05-2016
3112,Kepler-566,Kepler-566 b,Transit,1,18.42794624,,,628,573.48,5132,0.83,Kepler,,,,10-05-2016
3113,Kepler-567,Kepler-567 b,Transit,1,16.54297375,,,568,567.9,5148,0.84,Kepler,,,,10-05-2016
3114,Kepler-568,Kepler-568 b,Transit,1,11.02347475,,,126,131.14,3768,0.55,Kepler,,,,10-05-2016
3115,Kepler-569,Kepler-569 b,Transit,1,34.18890521,,,645,650.24,5616,0.95,Kepler,,,,10-05-2016
3116,Kepler-57,Kepler-57 b,Transit,2,5.7293196,,18.86,656.23,656.23,5145,0.83,Kepler,,,,14-05-2014
3117,Kepler-57,Kepler-57 c,Transit,2,11.6092567,,6.95,656.23,656.23,5145,0.83,Kepler,,,,14-05-2014
3118,Kepler-570,Kepler-570 b,Transit,1,4.301662,,,642,577.6,5496,0.93,Kepler,,,,10-05-2016
3119,Kepler-571,Kepler-571 b,Transit,1,4.79859939,,,756,739.24,5527,0.93,Kepler,,,,10-05-2016
3120,Kepler-572,Kepler-572 b,Transit,1,17.20523483,,,532,512.1,5212,0.83,Kepler,,,,10-05-2016
3121,Kepler-573,Kepler-573 b,Transit,1,22.18329658,,,758,788.98,5746,0.99,Kepler,,,,10-05-2016
3122,Kepler-574,Kepler-574 b,Transit,1,7.65880414,,,747,696.58,5612,0.95,Kepler,,,,10-05-2016
3123,Kepler-575,Kepler-575 b,Transit,1,9.37891944,,,852,875.39,5710,0.97,Kepler,,,,10-05-2016
3124,Kepler-576,Kepler-576 b,Transit,1,29.91136794,,,698,628.46,5672,0.99,Kepler,,,,10-05-2016
3125,Kepler-577,Kepler-577 b,Transit,1,25.69578251,,,549,532.15,4984,0.78,Kepler,,,,10-05-2016
3126,Kepler-578,Kepler-578 b,Transit,1,1.6168837,,,568,549.94,5334,0.87,Kepler,,,,10-05-2016
3127,Kepler-579,Kepler-579 b,Transit,1,9.66857723,,,663,538.98,5636,0.99,Kepler,,,,10-05-2016
3128,Kepler-58,Kepler-58 b,Transit,3,10.2184954,,1.39,996.32,996.32,6099,,Kepler,,,,14-05-2014
3129,Kepler-58,Kepler-58 c,Transit,3,15.5741568,,2.19,996.32,996.32,6099,,Kepler,,,,14-05-2014
3130,Kepler-58,Kepler-58 d,Transit,3,40.101371,0.236,,996.32,996.32,6099,,Kepler,,,,14-05-2014
3131,Kepler-580,Kepler-580 b,Transit,1,8.22241966,,,333,326.94,4298,0.67,Kepler,,,,10-05-2016
3132,Kepler-581,Kepler-581 b,Transit,1,40.6069821,,,833,717.99,5772,1,Kepler,,,,10-05-2016
3133,Kepler-582,Kepler-582 b,Transit,1,18.49235668,,,751,624.05,5564,0.93,Kepler,,,,10-05-2016
3134,Kepler-583,Kepler-583 b,Transit,1,6.5100253,,,805,889.44,5523,0.94,Kepler,,,,10-05-2016
3135,Kepler-584,Kepler-584 b,Transit,1,35.1810304,,,1445,1953.89,6195,1.17,Kepler,,,,10-05-2016
3136,Kepler-585,Kepler-585 b,Transit,1,2.75235975,,,604,595.22,5593,0.96,Kepler,,,,10-05-2016
3137,Kepler-586,Kepler-586 b,Transit,1,2.10472218,,,707,707.79,5575,0.94,Kepler,,,,10-05-2016
3138,Kepler-587,Kepler-587 b,Transit,1,10.94027841,,,852,806.12,5549,0.92,Kepler,,,,10-05-2016
3139,Kepler-588,Kepler-588 b,Transit,1,4.22162536,,,972,1253,5835,1.01,Kepler,,,,10-05-2016
3140,Kepler-589,Kepler-589 b,Transit,1,16.54964934,,,643,623.77,5296,0.88,Kepler,,,,10-05-2016
3141,Kepler-59,Kepler-59 b,Transit,2,11.8681707,,2.05,1203.57,1203.57,6074,1.04,Kepler,,,,14-05-2014
3142,Kepler-59,Kepler-59 c,Transit,2,17.9801235,,1.37,1203.57,1203.57,6074,1.04,Kepler,,,,14-05-2014
3143,Kepler-590,Kepler-590 b,Transit,1,5.85296257,,,986,1482.26,6000,1.1,Kepler,,,,10-05-2016
3144,Kepler-591,Kepler-591 b,Transit,1,81.1694299,,,793,803.26,5677,0.97,Kepler,,,,10-05-2016
3145,Kepler-592,Kepler-592 b,Transit,1,2.82019241,,,1034,1192.7,5913,1.04,Kepler,,,,10-05-2016
3146,Kepler-593,Kepler-593 b,Transit,1,21.21708973,,,1016,1001.74,5967,1.08,Kepler,,,,10-05-2016
3147,Kepler-594,Kepler-594 b,Transit,1,13.64618192,,,742,786.49,5485,0.91,Kepler,,,,10-05-2016
3148,Kepler-595,Kepler-595 b,Transit,1,25.30292332,,,639,655.1,5247,0.87,Kepler,,,,10-05-2016
3149,Kepler-596,Kepler-596 b,Transit,1,21.30022655,,,1083,1054.79,6267,1.21,Kepler,,,,10-05-2016
3150,Kepler-597,Kepler-597 b,Transit,1,13.02365861,,,660,676.23,5683,0.97,Kepler,,,,10-05-2016
3151,Kepler-598,Kepler-598 b,Transit,1,3.70175428,,,686,694.54,5307,0.87,Kepler,,,,10-05-2016
3152,Kepler-599,Kepler-599 b,Transit,1,15.65562652,,,627,567.59,5127,0.83,Kepler,,,,10-05-2016
3153,Kepler-6,Kepler-6 b,Transit,1,3.2346996,0.04852,0.668,597.14,597.14,5647,1.21,Kepler,,,,15-10-2015
3154,Kepler-60,Kepler-60 b,Transit,3,7.1334,,0.01318,1056.17,1056.17,5905,1.04,Kepler,,,,07-04-2016
3155,Kepler-60,Kepler-60 c,Transit,3,8.9187,,0.01211,1056.17,1056.17,5905,1.04,Kepler,,,,07-04-2016
3156,Kepler-60,Kepler-60 d,Transit,3,11.8981,,0.01309,1056.17,1056.17,5905,1.04,Kepler,,,,07-04-2016
3157,Kepler-600,Kepler-600 b,Transit,1,23.67517607,,,624,630.94,5279,0.84,Kepler,,,,10-05-2016
3158,Kepler-601,Kepler-601 b,Transit,1,5.37886844,,,429,419.85,5160,0.85,Kepler,,,,10-05-2016
3159,Kepler-602,Kepler-602 b,Transit,1,15.28469497,,,971,1198.74,6062,1.08,Kepler,,,,10-05-2016
3160,Kepler-603,Kepler-603 b,Transit,3,21.05358596,,,967,1605.42,5808,1.01,Kepler,,,,10-05-2016
3161,Kepler-603,Kepler-603 c,Transit,3,127.9075774,,,967,1605.42,5808,1.01,Kepler,,,,10-05-2016
3162,Kepler-603,Kepler-603 d,Transit,3,6.2171292,,,967,1605.42,5808,1.01,Kepler,,,,10-05-2016
3163,Kepler-604,Kepler-604 b,Transit,1,25.85501786,,,981,1057.48,5890,1.02,Kepler,,,,10-05-2016
3164,Kepler-605,Kepler-605 b,Transit,2,3.38353807,,,570,565.64,5462,0.91,Kepler,,,,10-05-2016
3165,Kepler-605,Kepler-605 c,Transit,2,2.35895152,,,570,565.64,5462,0.91,Kepler,,,,10-05-2016
3166,Kepler-606,Kepler-606 b,Transit,1,24.31575992,,,1208,1258.34,6161,1.13,Kepler,,,,10-05-2016
3167,Kepler-607,Kepler-607 b,Transit,1,0.6381632,,,500,526.97,5196,0.84,Kepler,,,,10-05-2016
3168,Kepler-608,Kepler-608 b,Transit,1,6.41251504,,,926,972.99,5820,1,Kepler,,,,10-05-2016
3169,Kepler-609,Kepler-609 b,Transit,1,6.52121067,,,1143,1099.09,5971,1.09,Kepler,,,,10-05-2016
3170,Kepler-61,Kepler-61 b,Transit,1,59.87756,,,338.24,338.24,4017,0.64,Kepler,,,,14-05-2014
3171,Kepler-610,Kepler-610 b,Transit,2,6.99692655,,,1113,866.68,5943,1.1,Kepler,,,,10-05-2016
3172,Kepler-610,Kepler-610 c,Transit,2,151.86392,,,1113,866.68,5943,1.1,Kepler,,,,10-05-2016
3173,Kepler-611,Kepler-611 b,Transit,1,2.4370333,,,906,1454.05,5761,1.01,Kepler,,,,10-05-2016
3174,Kepler-612,Kepler-612 b,Transit,1,3.72215641,,,932,1507.89,5693,0.98,Kepler,,,,10-05-2016
3175,Kepler-613,Kepler-613 b,Transit,1,15.77979614,,,864,883.36,5723,0.98,Kepler,,,,10-05-2016
3176,Kepler-614,Kepler-614 b,Transit,1,14.03491514,,,571,536.09,5268,0.85,Kepler,,,,10-05-2016
3177,Kepler-615,Kepler-615 b,Transit,1,10.35584657,,,330,1645.13,4655,0.73,Kepler,,,,10-05-2016
3178,Kepler-616,Kepler-616 b,Transit,2,9.99761851,,,1019,971.69,5753,0.98,Kepler,,,,10-05-2016
3179,Kepler-616,Kepler-616 c,Transit,2,90.4113556,,,1019,971.69,5753,0.98,Kepler,,,,10-05-2016
3180,Kepler-617,Kepler-617 b,Transit,1,1.68269615,,,150,174.22,3712,0.51,Kepler,,,,10-05-2016
3181,Kepler-618,Kepler-618 b,Transit,1,3.59576964,,,1115,1266.39,5860,1.05,Kepler,,,,10-05-2016
3182,Kepler-619,Kepler-619 b,Transit,2,5.4042722,,,1111,924.54,5980,1.09,Kepler,,,,10-05-2016
3183,Kepler-619,Kepler-619 c,Transit,2,1.20846503,,,1111,924.54,5980,1.09,Kepler,,,,10-05-2016
3184,Kepler-62,Kepler-62 b,Transit,5,5.714932,0.0553,0.03,368,303.51,4925,0.69,Kepler,,,,14-05-2014
3185,Kepler-62,Kepler-62 c,Transit,5,12.4417,0.0929,0.013,368,303.51,4925,0.69,Kepler,,,,14-05-2014
3186,Kepler-62,Kepler-62 d,Transit,5,18.16406,0.12,0.044,368,303.51,4925,0.69,Kepler,,,,14-05-2014
3187,Kepler-62,Kepler-62 e,Transit,5,122.3874,0.427,0.113,368,303.51,4925,0.69,Kepler,,,,14-05-2014
3188,Kepler-62,Kepler-62 f,Transit,5,267.291,0.718,0.11,368,303.51,4925,0.69,Kepler,,,,14-05-2014
3189,Kepler-620,Kepler-620 b,Transit,1,12.91375431,,,1241,1410.15,6155,1.15,Kepler,,,,10-05-2016
3190,Kepler-621,Kepler-621 b,Transit,1,2.62811375,,,389,1010.16,4521,0.72,Kepler,,,,10-05-2016
3191,Kepler-622,Kepler-622 b,Transit,1,14.28226676,,,259,287.12,4201,0.64,Kepler,,,,10-05-2016
3192,Kepler-623,Kepler-623 b,Transit,1,9.07097734,,,811,753.39,5443,0.9,Kepler,,,,10-05-2016
3193,Kepler-624,Kepler-624 b,Transit,1,14.58649607,,,731,764.47,6117,1.1,Kepler,,,,10-05-2016
3194,Kepler-625,Kepler-625 b,Transit,2,7.75192492,,,502,777.68,5789,1.04,Kepler,,,,10-05-2016
3195,Kepler-625,Kepler-625 c,Transit,2,4.1653651,,,502,777.68,5789,1.04,Kepler,,,,10-05-2016
3196,Kepler-626,Kepler-626 b,Transit,1,14.48585199,,,690,647.49,5813,1.01,Kepler,,,,10-05-2016
3197,Kepler-627,Kepler-627 b,Transit,1,40.6994443,,,1143,1012.87,6424,1.3,Kepler,,,,10-05-2016
3198,Kepler-628,Kepler-628 b,Transit,1,15.4580567,,,579,921.65,5721,1,Kepler,,,,10-05-2016
3199,Kepler-629,Kepler-629 b,Transit,1,7.2385854,,,383,376.09,5444,0.93,Kepler,,,,10-05-2016
3200,Kepler-63,Kepler-63 b,Transit,1,9.4341505,0.08,0.378,200,195.12,5576,0.98,Kepler,,,,14-05-2014
3201,Kepler-630,Kepler-630 b,Transit,1,161.4743937,,,657,860.48,5829,1.02,Kepler,,,,10-05-2016
3202,Kepler-631,Kepler-631 b,Transit,1,17.97979059,,,843,778.92,6185,1.24,Kepler,,,,10-05-2016
3203,Kepler-632,Kepler-632 b,Transit,1,30.99660733,,,349,,5322,0.91,Kepler,,,,10-05-2016
3204,Kepler-633,Kepler-633 b,Transit,1,8.50340718,,,634,,5899,1.02,Kepler,,,,10-05-2016
3205,Kepler-634,Kepler-634 b,Transit,1,5.16950177,,,757,911.29,6075,1.03,Kepler,,,,10-05-2016
3206,Kepler-635,Kepler-635 b,Transit,1,23.44971004,,,826,1179.69,6174,1.33,Kepler,,,,10-05-2016
3207,Kepler-636,Kepler-636 b,Transit,1,16.08066115,,,341,,5203,0.85,Kepler,,,,10-05-2016
3208,Kepler-637,Kepler-637 b,Transit,1,23.20584623,,,1575,804.26,6096,1.64,Kepler,,,,10-05-2016
3209,Kepler-638,Kepler-638 b,Transit,1,6.07972888,,,426,1020.33,5382,0.88,Kepler,,,,10-05-2016
3210,Kepler-639,Kepler-639 b,Transit,1,10.21420496,,,680,871.54,5896,1.14,Kepler,,,,10-05-2016
3211,Kepler-640,Kepler-640 b,Transit,1,22.24813967,,,538,566.89,5653,1.01,Kepler,,,,10-05-2016
3212,Kepler-641,Kepler-641 b,Transit,1,9.48961571,,,673,997.69,5713,1.02,Kepler,,,,10-05-2016
3213,Kepler-642,Kepler-642 b,Transit,1,4.41745855,,,1022,799.57,6570,1.4,Kepler,,,,10-05-2016
3214,Kepler-643,Kepler-643 b,Transit,1,16.33889626,,,1029,1097.15,4908,1,Kepler,,,,10-05-2016
3215,Kepler-644,Kepler-644 b,Transit,1,3.1739171,,,1413,1369.17,6747,1.49,Kepler,,,,10-05-2016
3216,Kepler-645,Kepler-645 b,Transit,1,3.27582262,,,901,1214.61,6170,1.13,Kepler,,,,10-05-2016
3217,Kepler-646,Kepler-646 b,Transit,1,15.87364565,,,513,457.76,5634,0.93,Kepler,,,,10-05-2016
3218,Kepler-647,Kepler-647 b,Transit,1,16.2254649,,,789,1123.04,6020,1.03,Kepler,,,,10-05-2016
3219,Kepler-648,Kepler-648 b,Transit,1,17.4211749,,,665,647.86,5741,1.05,Kepler,,,,10-05-2016
3220,Kepler-649,Kepler-649 b,Transit,1,29.90722674,,,525,521.46,5871,0.97,Kepler,,,,10-05-2016
3221,Kepler-65,Kepler-65 b,Transit,4,2.15491,0.035,,306.39,306.39,6211,1.25,Kepler,,,,14-05-2014
3222,Kepler-65,Kepler-65 c,Transit,4,5.859944,0.068,,306.39,306.39,6211,1.25,Kepler,,,,14-05-2014
3223,Kepler-65,Kepler-65 d,Transit,4,8.13123,0.084,,306.39,306.39,6211,1.25,Kepler,,,,14-05-2014
3224,Kepler-65,Kepler-65 e,Radial Velocity,4,258.8,,0.82,306.39,306.39,6211,1.25,W. M. Keck Observatory,,,,13-06-2019
3225,Kepler-650,Kepler-650 b,Transit,1,3.03214559,,,805,2214.97,5849,1.08,Kepler,,,,10-05-2016
3226,Kepler-651,Kepler-651 b,Transit,1,21.38521506,,,537,517.01,5522,0.92,Kepler,,,,10-05-2016
3227,Kepler-652,Kepler-652 b,Transit,1,4.18200253,,,423,399.1,5490,0.97,Kepler,,,,10-05-2016
3228,Kepler-653,Kepler-653 b,Transit,2,14.70748976,,,593,606.06,5665,1.02,Kepler,,,,10-05-2016
3229,Kepler-653,Kepler-653 c,Transit,2,0.90037648,,,593,606.06,5665,1.02,Kepler,,,,10-05-2016
3230,Kepler-654,Kepler-654 b,Transit,1,13.72465129,,,661,1002.11,5865,1.04,Kepler,,,,10-05-2016
3231,Kepler-655,Kepler-655 b,Transit,1,46.4063358,,,783,769.19,6170,1.15,Kepler,,,,10-05-2016
3232,Kepler-656,Kepler-656 b,Transit,1,1.26025909,,,867,913.48,5281,0.86,Kepler,,,,10-05-2016
3233,Kepler-657,Kepler-657 b,Transit,1,24.54350418,,,1244,1778.77,5808,1.01,Kepler,,,,10-05-2016
3234,Kepler-658,Kepler-658 b,Transit,1,1.28707676,,,341,392.71,4103,0.63,Kepler,,,,10-05-2016
3235,Kepler-659,Kepler-659 b,Transit,1,17.671796,,,688,737.76,4870,0.79,Kepler,,,,10-05-2016
3236,Kepler-66,Kepler-66 b,Transit,1,17.815815,0.1352,,1107,1245.35,5962,1.04,Kepler,,,,14-05-2014
3237,Kepler-660,Kepler-660 b,Transit,1,9.27358194,,,564,577.77,4779,0.75,Kepler,,,,10-05-2016
3238,Kepler-661,Kepler-661 b,Transit,1,6.02930132,,,558,542.96,4483,0.7,Kepler,,,,10-05-2016
3239,Kepler-662,Kepler-662 b,Transit,1,21.67697486,,,641,834.77,4897,0.79,Kepler,,,,10-05-2016
3240,Kepler-663,Kepler-663 b,Transit,1,4.99678284,,,1030,1095.49,5264,0.86,Kepler,,,,10-05-2016
3241,Kepler-664,Kepler-664 b,Transit,1,2.52559332,,,1386,1253.32,5754,1.01,Kepler,,,,10-05-2016
3242,Kepler-665,Kepler-665 b,Transit,1,16.01310205,,,651,623.57,4913,0.79,Kepler,,,,10-05-2016
3243,Kepler-666,Kepler-666 b,Transit,1,4.49876092,,,1330,1575.64,5887,1.03,Kepler,,,,10-05-2016
3244,Kepler-667,Kepler-667 b,Transit,1,41.43962808,,,907,2468.46,5327,0.91,Kepler,,,,10-05-2016
3245,Kepler-668,Kepler-668 b,Transit,1,8.35390639,,,877,802.51,5352,0.87,Kepler,,,,10-05-2016
3246,Kepler-669,Kepler-669 b,Transit,1,4.12554687,,,1778,2198.4,6038,1.15,Kepler,,,,10-05-2016
3247,Kepler-67,Kepler-67 b,Transit,1,15.7259,0.1171,,1107,1165.55,5331,0.86,Kepler,,,,14-05-2014
3248,Kepler-670,Kepler-670 b,Transit,1,2.81650485,,,980,965.64,5709,0.99,Kepler,,,,10-05-2016
3249,Kepler-671,Kepler-671 b,Transit,1,4.28095859,,,1139,1207.94,5624,0.97,Kepler,,,,10-05-2016
3250,Kepler-672,Kepler-672 b,Transit,1,38.3774623,,,1011,1065.51,5627,0.95,Kepler,,,,10-05-2016
3251,Kepler-673,Kepler-673 b,Transit,1,3.72873109,,,978,942.85,5355,0.88,Kepler,,,,10-05-2016
3252,Kepler-674,Kepler-674 b,Transit,1,2.24338185,,,302,345.64,4192,0.6,Kepler,,,,10-05-2016
3253,Kepler-675,Kepler-675 b,Transit,1,2.33743801,,,651,678.42,4945,0.79,Kepler,,,,10-05-2016
3254,Kepler-676,Kepler-676 b,Transit,1,11.59822172,,,243,297.7,3701,0.51,Kepler,,,,10-05-2016
3255,Kepler-677,Kepler-677 b,Transit,1,6.57531678,,,1180,2073.78,5723,1,Kepler,,,,10-05-2016
3256,Kepler-678,Kepler-678 b,Transit,1,7.27503724,,,875,1927.59,5520,0.94,Kepler,,,,10-05-2016
3257,Kepler-679,Kepler-679 b,Transit,1,12.39358604,,,968,946.82,5403,0.87,Kepler,,,,10-05-2016
3258,Kepler-68,Kepler-68 b,Transit,3,5.3988,,0.02407,144.77,144.77,5793,1.08,Kepler,,,,27-06-2019
3259,Kepler-68,Kepler-68 c,Transit,3,9.6051,,0.00642,144.77,144.77,5793,1.08,Kepler,,,,27-06-2019
3260,Kepler-68,Kepler-68 d,Radial Velocity,3,634.6,,0.77,144.77,144.77,5793,1.08,W. M. Keck Observatory,,,,13-06-2019
3261,Kepler-680,Kepler-680 b,Transit,1,3.68992629,,,1342,1559.56,5890,1.08,Kepler,,,,10-05-2016
3262,Kepler-681,Kepler-681 b,Transit,1,26.39435646,,,666,700.68,5021,0.8,Kepler,,,,10-05-2016
3263,Kepler-682,Kepler-682 b,Transit,1,12.61190667,,,951,2102.4,5559,0.92,Kepler,,,,10-05-2016
3264,Kepler-683,Kepler-683 b,Transit,1,2.53918318,,,976,1053.16,5703,0.96,Kepler,,,,10-05-2016
3265,Kepler-684,Kepler-684 b,Transit,1,6.77030201,,,1066,1819.59,5493,0.89,Kepler,,,,10-05-2016
3266,Kepler-685,Kepler-685 b,Transit,1,1.6255222,,,1145,963.39,5963,1.11,Kepler,,,,10-05-2016
3267,Kepler-686,Kepler-686 b,Transit,1,1.59474546,,,1203,1557.43,5649,0.94,Kepler,,,,10-05-2016
3268,Kepler-687,Kepler-687 b,Transit,1,20.50586978,,,628,645.23,4841,0.77,Kepler,,,,10-05-2016
3269,Kepler-688,Kepler-688 b,Transit,1,3.89593684,,,1247,1409.83,5715,0.98,Kepler,,,,10-05-2016
3270,Kepler-689,Kepler-689 b,Transit,1,22.36656079,,,1044,1167.05,5518,0.91,Kepler,,,,10-05-2016
3271,Kepler-69,Kepler-69 b,Transit,2,13.722341,0.094,,746.33,746.33,5638,0.81,Kepler,,,,14-05-2014
3272,Kepler-69,Kepler-69 c,Transit,2,242.4613,0.64,,746.33,746.33,5638,0.81,Kepler,,,,14-05-2014
3273,Kepler-690,Kepler-690 b,Transit,1,7.74809437,,,1653,1741.59,5913,1.11,Kepler,,,,10-05-2016
3274,Kepler-691,Kepler-691 b,Transit,1,8.114379,,,239,281.32,3715,0.53,Kepler,,,,10-05-2016
3275,Kepler-692,Kepler-692 b,Transit,1,21.81293494,,,1000,1018.97,5440,0.9,Kepler,,,,10-05-2016
3276,Kepler-693,Kepler-693 b,Transit,1,15.37563332,,,1002,1189.39,4881,0.76,Kepler,,,,10-05-2016
3277,Kepler-694,Kepler-694 b,Transit,1,6.36584161,,,1023,1053.33,5700,0.97,Kepler,,,,10-05-2016
